change1_original_id,patch_original_id,patch_name,date,is_correct
kernel-change1-635516,kernel-patch-4078811,[4/7] mfd: sun6i-prcm: document DT bindings,2014-04-28T14:58:47,yes
kernel-change1-635516,kernel-patch-4130921,"[v2,4/7] mfd: sun6i-prcm: document DT bindings",2014-05-07T17:25:51,yes
kernel-change1-635516,kernel-patch-4141701,"[v3,4/7] mfd: sun6i-prcm: document DT bindings",2014-05-09T11:11:48,yes
kernel-change1-635516,kernel-patch-4174441,"[v4,4/7] mfd: sun6i-prcm: document DT bindings",2014-05-14T12:38:18,yes
kernel-change1-635516,kernel-patch-4179991,"[v5,2/5] mfd: sun6i-prcm: document DT bindings",2014-05-15T08:55:10,yes
kernel-change1-651760,kernel-patch-4361711,"[v2,01/10] mfd: max77686: Convert to use regmap_irq",2014-06-16T18:02:29,yes
kernel-change1-651760,kernel-patch-4385541,"[v3,01/14] mfd: max77686: Convert to use regmap_irq",2014-06-19T18:20:27,yes
kernel-change1-651760,kernel-patch-4423641,"[v4,01/14] mfd: max77686: Convert to use regmap_irq",2014-06-25T19:03:25,yes
kernel-change1-651760,kernel-patch-4429811,"[v5,01/14] mfd: max77686: Convert to use regmap_irq",2014-06-26T18:15:33,yes
kernel-change1-651760,kernel-patch-4479601,"[v6,01/23] mfd: max77686: Convert to use regmap_irq",2014-07-04T09:55:00,yes
kernel-change1-651760,kernel-patch-4483501,"[v7,01/24] mfd: max77686: Convert to use regmap_irq",2014-07-04T20:24:04,yes
kernel-change1-637677,kernel-patch-8774971,mtd: nand: s3c2410: fix bug in s3c2410_nand_correct_data(),2016-04-07T16:48:17,yes
kernel-change1-637677,kernel-patch-8807691,mtd: nand: s3c2410: fix bug in s3c2410_nand_correct_data(),2016-04-12T07:30:35,yes
kernel-change1-598380,kernel-patch-2471661,[08/23] ARM: u300: register I2C bus drivers from device tree,2013-04-22T09:53:20,yes
kernel-change1-598380,kernel-patch-2642181,[07/39] ARM: u300: register I2C bus drivers from device tree,2013-05-31T09:18:42,yes
kernel-change1-540469,kernel-patch-13022924,"[3/3,RFC] ARM: dts: stm32: Add nvmem-syscon node to TAMP to expose boot count on DHSOM",2022-10-27T22:50:20,yes
kernel-change1-540469,kernel-patch-13245199,"[v2,3/3] ARM: dts: stm32: Add nvmem-syscon node to TAMP to expose boot count on DHSOM",2023-05-17T15:25:13,yes
kernel-change1-626860,kernel-patch-3628331,[3/3] mfd: vexpress: Define the device as MFD cells,2014-02-11T16:53:30,yes
kernel-change1-626860,kernel-patch-4080581,[04/10] mfd: vexpress: Define the device as MFD cells,2014-04-28T17:57:51,yes
kernel-change1-636232,kernel-patch-10530115,[2/3] mtd: spi-nor: unlock global block protection on sst26vf064b,2018-07-17T16:28:30,yes
kernel-change1-636232,kernel-patch-10595243,"[v2,2/3] mtd: spi-nor: unlock global block protection on sst26vf064b",2018-09-11T08:22:31,yes
kernel-change1-636232,kernel-patch-11149139,[23/23] mtd: spi-nor: Unlock global block protection on sst26vf064b,2019-09-17T15:55:54,yes
kernel-change1-565309,kernel-patch-2269021,[1/3] pwm: davinci: Add Kconfig support for ECAP & EHRPWM devices,2013-03-14T10:32:36,yes
kernel-change1-565309,kernel-patch-2305431,[v2] pwm: davinci: Add Kconfig support for ECAP & EHRPWM devices,2013-03-20T06:39:24,yes
kernel-change1-563446,kernel-patch-9886619,[2/4] usb: xhci-mtk: add generic compatible string,2017-08-08T05:42:50,yes
kernel-change1-563446,kernel-patch-9903065,"[v2,2/4] usb: xhci-mtk: add generic compatible string",2017-08-16T06:08:11,yes
kernel-change1-563446,kernel-patch-9926965,"[RESEND,v2,1/3] usb: xhci-mtk: add generic compatible string",2017-08-29T09:20:41,yes
kernel-change1-563446,kernel-patch-9929331,"[v3,1/3] usb: xhci-mtk: add generic compatible string",2017-08-30T11:34:09,yes
kernel-change1-550158,kernel-patch-11881903,"[RFC,21/26] kvm: arm64: Add function to enter host from KVM nVHE hyp code",2020-11-04T18:36:25,yes
kernel-change1-550158,kernel-patch-11891261,"[v1,14/24] kvm: arm64: Add function to enter host from KVM nVHE hyp code",2020-11-09T11:32:23,yes
kernel-change1-550158,kernel-patch-11910937,"[v2,18/24] kvm: arm64: Add function to enter host from KVM nVHE hyp code",2020-11-16T20:43:12,yes
kernel-change1-550158,kernel-patch-11934331,"[v3,18/23] kvm: arm64: Add function to enter host from KVM nVHE hyp code",2020-11-26T15:54:16,yes
