change1_original_id,patch_original_id,patch_name,date,is_correct
kernel-change1-1212715,kernel-patch-12629991,"[v3,bpf-next,01/13] libbpf: Replace btf__type_by_id() with btf_type_by_id().",2021-11-20T03:32:43,1
kernel-change1-1212715,kernel-patch-12636097,"[v4,bpf-next,01/16] libbpf: Replace btf__type_by_id() with btf_type_by_id().",2021-11-24T06:01:54,1
kernel-change1-1212715,kernel-patch-12650553,"[v5,bpf-next,01/17] libbpf: Replace btf__type_by_id() with btf_type_by_id().",2021-12-01T18:10:24,1
kernel-change1-1218595,kernel-patch-11899425,[net] net: phy: mscc: remove non-MACSec compatible phy,2020-11-12T09:04:29,1
kernel-change1-1218595,kernel-patch-11902783,"[net,v2] net: phy: mscc: remove non-MACSec compatible phy",2020-11-13T09:11:16,1
kernel-change1-1213266,kernel-patch-12528053,"[bpf-next,4/9] tools: runqslower: install libbpf headers when building",2021-09-30T11:33:01,1
kernel-change1-1213266,kernel-patch-12530307,"[bpf-next,v2,4/9] tools: runqslower: install libbpf headers when building",2021-10-01T11:08:51,1
kernel-change1-1213266,kernel-patch-12533019,"[bpf-next,v3,04/10] tools: runqslower: install libbpf headers when building",2021-10-03T19:22:02,1
kernel-change1-1207745,kernel-patch-13082569,[net] net: dpaa2-mac: Get serdes only for backplane links,2022-12-27T23:09:18,1
kernel-change1-1207745,kernel-patch-13159610,"[net,v2] net: dpaa2-mac: Get serdes only for backplane links",2023-03-04T00:31:59,1
kernel-change1-1229665,kernel-patch-12203043,"[Resend,RFC,V2,01/12] x86/HV: Initialize GHCB page in Isolation VM",2021-04-14T14:49:34,1
kernel-change1-1229665,kernel-patch-12288281,"[RFC,V3,01/11] x86/HV: Initialize GHCB page in Isolation VM",2021-05-30T15:06:18,1
kernel-change1-1229665,kernel-patch-12362915,"[Resend,RFC,V4,01/13] x86/HV: Initialize GHCB page in Isolation VM",2021-07-07T15:46:15,1
kernel-change1-1229665,kernel-patch-12406085,[01/13] x86/HV: Initialize GHCB page in Isolation VM,2021-07-28T14:52:16,1
kernel-change1-1229665,kernel-patch-12419627,"[V2,01/14] x86/HV: Initialize GHCB page in Isolation VM",2021-08-04T18:44:57,1
kernel-change1-1229665,kernel-patch-12427021,"[V3,01/13] x86/HV: Initialize GHCB page in Isolation VM",2021-08-09T17:56:05,1
kernel-change1-1209213,kernel-patch-13059767,"[net-next,v2,2/2] net: thunderbolt: Use bitwise types in the struct thunderbolt_ip_frame_header",2022-11-30T12:24:39,1
kernel-change1-1209213,kernel-patch-13059771,"[net-next,v3,2/2] net: thunderbolt: Use bitwise types in the struct thunderbolt_ip_frame_header",2022-11-30T12:36:13,1
kernel-change1-1190874,kernel-patch-12803603,"[RFC,09/13] soc: ti: pruss: Add helper functions to set GPI mode, MII_RT_event and XFR",2022-04-06T09:43:54,1
kernel-change1-1190874,kernel-patch-13160964,"[v3,4/6] soc: ti: pruss: Add helper functions to set GPI mode, MII_RT_event and XFR",2023-03-06T11:09:32,1
kernel-change1-1190874,kernel-patch-13172253,"[v4,4/5] soc: ti: pruss: Add helper functions to set GPI mode, MII_RT_event and XFR",2023-03-13T11:11:26,1
kernel-change1-1190874,kernel-patch-13185071,"[v5,4/5] soc: ti: pruss: Add helper functions to set GPI mode, MII_RT_event and XFR",2023-03-23T06:24:50,1
kernel-change1-1190874,kernel-patch-13195821,"[v6,4/4] soc: ti: pruss: Add helper functions to set GPI mode, MII_RT_event and XFR",2023-03-31T11:29:41,1
