,id,change2_original_id,patch_original_id,patch_name,date,series,newseries,submitter_individual,submitter_identity,is_correct,comment,web_url,state,commit_ref
0,0,kernel-change2-515745,kernel-patch-4377011,[3/7] ARM: stih416: Add DT nodes for PWM,2014-06-18T14:52:48,,kernel-newseries-139013,kernel-individual-38589,kernel-people-19741,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1403103172-19856-3-git-send-email-lee.jones@linaro.org/,new,
1,,kernel-change2-515745,kernel-patch-4377551,"[v2,3/7] ARM: stih416: Add DT nodes for PWM",2014-06-18T15:28:24,,kernel-newseries-139015,kernel-individual-38589,kernel-people-19741,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20140618152824.GF15956@lee--X1/,new,
2,,kernel-change2-515745,kernel-patch-4546631,"[v2,03/11] ARM: stih416: Add DT nodes for PWM",2014-07-14T14:33:24,,kernel-newseries-137610,kernel-individual-38589,kernel-people-19741,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1405348412-7352-4-git-send-email-lee.jones@linaro.org/,new,
3,,kernel-change2-515745,kernel-patch-6387831,[03/13] ARM: STi: STiH416: Add DT nodes for PWM,2015-05-12T12:51:40,,kernel-newseries-142487,kernel-individual-38589,kernel-people-19741,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1431435110-22595-4-git-send-email-lee.jones@linaro.org/,new,
4,1,kernel-change2-570625,kernel-patch-3931231,"[1/2] ARM: socfpga: dts: add eeprom, lcd, and rtc on i2c0",2014-04-03T02:40:33,,,kernel-individual-38207,kernel-people-39131,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1396492834-26035-1-git-send-email-dinguyen@altera.com/,new,
5,,kernel-change2-570625,kernel-patch-3946121,[PATCHv2] ARM: socfpga: dts: add eeprom and rtc on i2c0,2014-04-07T15:08:32,,,kernel-individual-38207,kernel-people-39131,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1396883312-6195-1-git-send-email-dinguyen@altera.com/,new,
6,2,kernel-change2-522398,kernel-patch-12008037,MAINTAINERS: mark all linux-arm-kernel@infradead as moderated,2021-01-09T08:12:37,kernel-series-411641,,kernel-individual-37824,kernel-people-52131,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20210109081237.10082-1-rdunlap@infradead.org/,new,
7,,kernel-change2-522398,kernel-patch-12383673,MAINTAINERS: mark all linux-arm-kernel@infradead list as moderated,2021-07-17T15:14:40,kernel-series-517063,,kernel-individual-37824,kernel-people-52131,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20210717151440.21599-1-rdunlap@infradead.org/,new,
8,3,kernel-change2-595153,kernel-patch-10320125,alpha: io: reorder barriers to guarantee writeX() and iowriteX() ordering,2018-04-02T17:48:00,,,kernel-individual-38137,kernel-people-145491,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1522691281-21593-1-git-send-email-okaya@codeaurora.org/,new,
9,,kernel-change2-595153,kernel-patch-10343987,alpha: io: reorder barriers to guarantee writeX() and iowriteX() ordering #2,2018-04-16T22:16:56,,,kernel-individual-38137,kernel-people-145491,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1523917017-28084-1-git-send-email-okaya@codeaurora.org/,new,
