,id,change1_original_id,patch_original_id,patch_name,date,series,newseries,submitter_individual,submitter_identity,is_correct,comment,web_url,state,commit_ref
0,0,kernel-change1-584817,kernel-patch-12954770,"[v2,2/9] firmware: arm_scmi: Simplify chan_available transport operation",2022-08-25T14:11:45,kernel-series-671105,kernel-newseries-177722,kernel-individual-38809,kernel-people-183005,1,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220825141152.2334536-3-cristian.marussi@arm.com/,new,
1,,kernel-change1-584817,kernel-patch-12965031,"[v3,2/9] firmware: arm_scmi: Simplify chan_available transport operation",2022-09-03T18:30:35,kernel-series-673840,kernel-newseries-177861,kernel-individual-38809,kernel-people-183005,1,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220903183042.3913053-3-cristian.marussi@arm.com/,new,
2,1,kernel-change1-605716,kernel-patch-12932704,"[v1,20/35] drm/vc4: vec: Switch for common modes",2022-07-29T16:35:03,kernel-series-664132,kernel-newseries-177383,kernel-individual-37963,kernel-people-188991,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220728-rpi-analog-tv-properties-v1-20-3d53ae722097@cerno.tech/,new,
3,,kernel-change1-605716,kernel-patch-12957941,"[v2,29/41] drm/vc4: vec: Switch for common modes",2022-08-29T13:11:43,kernel-series-672023,kernel-newseries-177766,kernel-individual-37963,kernel-people-188991,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220728-rpi-analog-tv-properties-v2-29-459522d653a7@cerno.tech/,new,
4,2,kernel-change1-587091,kernel-patch-5656841,[3/3] ASoC: simple-card: Remove support for setting differing DAI formats,2015-01-19T09:54:57,,kernel-newseries-141018,kernel-individual-38590,kernel-people-2673,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1421661297-19654-3-git-send-email-lars@metafoo.de/,new,
5,,kernel-change1-587091,kernel-patch-5677371,"[v2,3/3] ASoC: simple-card: Remove support for setting differing DAI formats",2015-01-21T13:38:12,,kernel-newseries-141081,kernel-individual-38590,kernel-people-2673,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1421847492-8857-3-git-send-email-lars@metafoo.de/,new,
6,3,kernel-change1-564768,kernel-patch-10698273,[16/16] ARM: dts: r9a06g032: Correct the GIC DT node name,2018-11-26T12:54:18,kernel-series-47543,kernel-newseries-159078,kernel-individual-37888,kernel-people-55291,1,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/83d3483e4977eeedf258f053878a88db507630d4.1543236456.git.horms+renesas@verge.net.au/,new,
7,,kernel-change1-564768,kernel-patch-10702637,[16/16] ARM: dts: r9a06g032: Correct the GIC DT node name,2018-11-28T13:03:18,kernel-series-48663,kernel-newseries-159115,kernel-individual-37888,kernel-people-55291,1,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/673df60a880f060e3e94920c7b5f7a9ed8aa65f2.1543409901.git.horms+renesas@verge.net.au/,new,
8,4,kernel-change1-571061,kernel-patch-12507425,[06/10] ARM: export dump_mem() to other objects,2021-09-21T09:54:04,kernel-series-550261,kernel-newseries-172713,kernel-individual-37978,kernel-people-188895,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20210921095408.133210-7-ardb@kernel.org/,new,
9,,kernel-change1-571061,kernel-patch-12535715,"[v2,5/9] ARM: export dump_mem() to other objects",2021-10-05T07:15:38,kernel-series-557553,kernel-newseries-172904,kernel-individual-37978,kernel-people-188895,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20211005071542.3127341-6-ardb@kernel.org/,new,
10,,kernel-change1-571061,kernel-patch-12564313,"[v3,05/10] ARM: export dump_mem() to other objects",2021-10-17T13:17:18,kernel-series-564933,kernel-newseries-173056,kernel-individual-37978,kernel-people-188895,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20211017131723.4034662-6-ardb@kernel.org/,new,
11,,kernel-change1-571061,kernel-patch-12692541,"[v4,4/9] ARM: export dump_mem() to other objects",2021-11-15T08:47:27,kernel-series-599629,kernel-newseries-173378,kernel-individual-37978,kernel-people-188895,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20211115084732.3704393-5-ardb@kernel.org/,new,
12,,kernel-change1-571061,kernel-patch-12722639,"[v5,19/32] ARM: export dump_mem() to other objects",2022-01-24T17:47:31,kernel-series-607995,kernel-newseries-174323,kernel-individual-37978,kernel-people-188895,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220124174744.1054712-20-ardb@kernel.org/,new,
13,5,kernel-change1-502401,kernel-patch-12791614,[2/2] arm64: dts: arm: add corstone1000 device tree,2022-03-25T13:36:55,kernel-series-626319,kernel-newseries-175211,kernel-individual-38106,kernel-people-178627,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220325133655.4177977-3-rui.silva@linaro.org/,new,
14,,kernel-change1-502401,kernel-patch-12795273,"[v2,3/3] arm64: dts: arm: add corstone1000 device tree",2022-03-29T21:35:19,kernel-series-627318,kernel-newseries-175268,kernel-individual-38106,kernel-people-178627,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220329213519.801033-4-rui.silva@linaro.org/,new,
15,,kernel-change1-502401,kernel-patch-12795815,"[v3,3/3] arm64: dts: arm: add corstone1000 device tree",2022-03-30T13:10:53,kernel-series-627500,kernel-newseries-175279,kernel-individual-38106,kernel-people-178627,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220330131053.1122502-4-rui.silva@linaro.org/,new,
16,,kernel-change1-502401,kernel-patch-12797396,"[v4,3/3] arm64: dts: arm: add corstone1000 device tree",2022-03-31T15:45:36,kernel-series-627890,kernel-newseries-175302,kernel-individual-38106,kernel-people-178627,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220331154536.1544220-4-rui.silva@linaro.org/,new,
17,,kernel-change1-502401,kernel-patch-12806744,"[v5,2/2] arm64: dts: arm: add corstone1000 device tree",2022-04-08T13:19:22,kernel-series-630438,kernel-newseries-175456,kernel-individual-38106,kernel-people-178627,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220408131922.3864348-3-rui.silva@linaro.org/,new,
18,6,kernel-change1-508782,kernel-patch-12738803,[2/5] ARM: dts: imx6ul: add TQ-Systems MBa6ULx device trees,2022-02-08T13:42:20,kernel-series-612196,kernel-newseries-174539,kernel-individual-39623,kernel-people-202527,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220208134223.908757-3-alexander.stein@ew.tq-group.com/,new,
19,,kernel-change1-508782,kernel-patch-12753848,"[v2,2/5] ARM: dts: imx6ul: add TQ-Systems MBa6ULx device trees",2022-02-21T16:04:16,kernel-series-616362,kernel-newseries-174714,kernel-individual-39623,kernel-people-202527,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220221160419.550640-3-alexander.stein@ew.tq-group.com/,new,
20,,kernel-change1-508782,kernel-patch-12754602,"[v3,2/5] ARM: dts: imx6ul: add TQ-Systems MBa6ULx device trees",2022-02-22T07:09:42,kernel-series-616599,kernel-newseries-174722,kernel-individual-39623,kernel-people-202527,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20220222070945.563672-3-alexander.stein@ew.tq-group.com/,new,
21,7,kernel-change1-558982,kernel-patch-3960461,[5/6] ARM: EXYNOS: Enable multi-platform build support,2014-04-10T08:24:55,,kernel-newseries-137024,kernel-individual-41447,kernel-people-38751,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1397118296-6846-6-git-send-email-sachin.kamat@linaro.org/,new,
22,,kernel-change1-558982,kernel-patch-3990541,[5/6] ARM: EXYNOS: Enable multi-platform build support,2014-04-15T09:28:53,,kernel-newseries-137104,kernel-individual-41447,kernel-people-38751,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1397554134-11827-6-git-send-email-sachin.kamat@linaro.org/,new,
23,,kernel-change1-558982,kernel-patch-4003491,[5/6] ARM: EXYNOS: Enable multi-platform build support,2014-04-16T18:14:27,,kernel-newseries-137143,kernel-individual-37948,kernel-people-176,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/5094962.iM2Kd6gfjd@wuerfel/,new,
24,,kernel-change1-558982,kernel-patch-4214811,[2/3] ARM: EXYNOS: Enable multi-platform build support,2014-05-21T06:52:48,,kernel-newseries-138658,kernel-individual-41447,kernel-people-38751,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1400655169-21683-3-git-send-email-sachin.kamat@linaro.org/,new,
25,,kernel-change1-558982,kernel-patch-4233671,"[v2,2/3] ARM: EXYNOS: Enable multi-platform build support",2014-05-23T15:19:28,,kernel-newseries-138711,kernel-individual-41447,kernel-people-38751,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1400858369-14357-3-git-send-email-sachin.kamat@linaro.org/,new,
26,8,kernel-change1-558178,kernel-patch-11518305,"[DO,NOT,MERGE,v2,11/11] ARM: dts: meson: Switch existing boards with RGMII PHY to ""rgmii-id""",2020-04-29T20:16:44,kernel-series-279669,kernel-newseries-165868,kernel-individual-37823,kernel-people-38211,1,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200429201644.1144546-12-martin.blumenstingl@googlemail.com/,new,
27,,kernel-change1-558178,kernel-patch-11544213,"[2/2] ARM: dts: meson: Switch existing boards with RGMII PHY to ""rgmii-id""",2020-05-12T21:51:48,kernel-series-286737,kernel-newseries-166060,kernel-individual-37823,kernel-people-38211,1,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200512215148.540322-3-martin.blumenstingl@googlemail.com/,mainlined,005231128e9e97461e81fa32421957a7664317ca
28,9,kernel-change1-522634,kernel-patch-11558771,[07/15] PCI: brcmstb: Add control of rescal reset,2020-05-19T20:34:05,kernel-series-290441,kernel-newseries-166142,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200519203419.12369-8-james.quinlan@broadcom.com/,new,
29,,kernel-change1-522634,kernel-patch-11571079,"[v2,07/14] PCI: brcmstb: Add control of rescal reset",2020-05-26T19:12:46,kernel-series-293725,kernel-newseries-166218,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200526191303.1492-8-james.quinlan@broadcom.com/,new,
30,,kernel-change1-522634,kernel-patch-11586189,"[v3,07/13] PCI: brcmstb: Add control of rescal reset",2020-06-03T19:20:39,kernel-series-297855,kernel-newseries-166312,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200603192058.35296-8-james.quinlan@broadcom.com/,new,
31,,kernel-change1-522634,kernel-patch-11590537,"[v4,07/12] PCI: brcmstb: Add control of rescal reset",2020-06-05T21:26:47,kernel-series-298991,kernel-newseries-166341,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200605212706.7361-8-james.quinlan@broadcom.com/,new,
32,,kernel-change1-522634,kernel-patch-11608657,"[v5,07/12] PCI: brcmstb: Add control of rescal reset",2020-06-16T20:55:14,kernel-series-303953,kernel-newseries-166483,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200616205533.3513-8-james.quinlan@broadcom.com/,new,
33,,kernel-change1-522634,kernel-patch-11637327,"[v6,07/12] PCI: brcmstb: Add control of rescal reset",2020-07-01T21:21:37,kernel-series-311513,kernel-newseries-166717,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200701212155.37830-8-james.quinlan@broadcom.com/,new,
34,,kernel-change1-522634,kernel-patch-11652373,"[v7,07/12] PCI: brcmstb: Add control of rescal reset",2020-07-08T19:32:00,kernel-series-315161,kernel-newseries-166846,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200708193219.47134-8-james.quinlan@broadcom.com/,new,
35,,kernel-change1-522634,kernel-patch-11665569,"[v8,07/12] PCI: brcmstb: Add control of rescal reset",2020-07-15T14:35:10,kernel-series-318783,kernel-newseries-166939,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200715143530.9702-8-james.quinlan@broadcom.com/,new,
36,,kernel-change1-522634,kernel-patch-11684333,"[v9,07/12] PCI: brcmstb: Add control of rescal reset",2020-07-24T20:33:49,kernel-series-323981,kernel-newseries-167106,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200724203407.16972-8-james.quinlan@broadcom.com/,new,
37,,kernel-change1-522634,kernel-patch-11698771,"[v10,06/11] PCI: brcmstb: Add control of rescal reset",2020-08-03T19:45:11,kernel-series-328431,kernel-newseries-167230,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200803194529.32357-7-james.quinlan@broadcom.com/,new,
38,,kernel-change1-522634,kernel-patch-11719309,"[RESEND,v10,06/11] PCI: brcmstb: Add control of rescal reset",2020-08-17T21:53:08,kernel-series-334087,kernel-newseries-167377,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200817215326.30912-7-james.quinlan@broadcom.com/,new,
39,,kernel-change1-522634,kernel-patch-11734253,"[v11,06/11] PCI: brcmstb: Add control of rescal reset",2020-08-24T19:30:19,kernel-series-337797,kernel-newseries-167495,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200824193036.6033-7-james.quinlan@broadcom.com/,new,
40,,kernel-change1-522634,kernel-patch-11771283,"[v12,06/10] PCI: brcmstb: Add control of rescal reset",2020-09-11T17:52:26,kernel-series-347573,kernel-newseries-167837,kernel-individual-38651,kernel-people-187339,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20200911175232.19016-7-james.quinlan@broadcom.com/,new,
41,10,kernel-change1-535770,kernel-patch-10024163,[1/1] arm/stacktrace: stop unwinding after an invalid address.,2017-10-24T11:46:42,,,kernel-individual-39419,kernel-people-127701,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1508845602-33508-1-git-send-email-maninder1.s@samsung.com/,new,
42,,kernel-change1-535770,kernel-patch-10299155,[v2] arm/stacktrace: stop unwinding after an invalid address.,2018-03-21T11:10:45,,,kernel-individual-39419,kernel-people-127701,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1521630645-46715-1-git-send-email-maninder1.s@samsung.com/,new,
43,11,kernel-change1-522321,kernel-patch-11763195,"[v3,10/14] clk: imx: Add generic blk-ctl driver",2020-09-08T10:24:47,kernel-series-345163,kernel-newseries-167759,kernel-individual-38315,kernel-people-179599,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1599560691-3763-11-git-send-email-abel.vesa@nxp.com/,new,
44,,kernel-change1-522321,kernel-patch-11858583,"[v4,10/14] clk: imx: Add generic blk-ctl driver",2020-10-26T19:32:26,kernel-series-370851,kernel-newseries-168450,kernel-individual-38315,kernel-people-179599,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1603740750-10385-11-git-send-email-abel.vesa@nxp.com/,new,
45,,kernel-change1-522321,kernel-patch-11877189,"[v5,10/14] clk: imx: Add generic blk-ctl driver",2020-11-03T11:18:22,kernel-series-376355,kernel-newseries-168594,kernel-individual-38315,kernel-people-179599,,,https://patchwork.kernel.org/project/linux-arm-kernel/patch/1604402306-5348-11-git-send-email-abel.vesa@nxp.com/,new,
