change2_original_id,patch_original_id,patch_name,date,is_correct
kernel-change2-1179964,kernel-patch-12494151,[net-next] net: check return value of rhashtable_init,2021-09-14T16:18:53,0
kernel-change2-1179964,kernel-patch-12512837,[v2] net: check return value of rhashtable_init,2021-09-23T12:53:17,0
kernel-change2-1179964,kernel-patch-12517223,"[net-next,v3,2/3] net: ipv6: check return value of rhashtable_init",2021-09-25T06:05:08,0
kernel-change2-1179964,kernel-patch-12517221,"[net-next,v3,3/3] net: mac80211: check return value of rhashtable_init",2021-09-25T06:05:09,0
kernel-change2-1179964,kernel-patch-12517231,"[net-next,v3,2/3] net: ipv6: check return value of rhashtable_init",2021-09-25T06:10:36,0
kernel-change2-1179964,kernel-patch-12517229,"[net-next,v3,3/3] net: mac80211: check return value of rhashtable_init",2021-09-25T06:10:37,0
kernel-change2-1179964,kernel-patch-12519045,"[net-next,v4,2/3] net: ipv6: check return value of rhashtable_init",2021-09-27T03:34:56,0
kernel-change2-1179964,kernel-patch-12519047,"[net-next,v4,3/3] net: mac80211: check return value of rhashtable_init",2021-09-27T03:34:57,0
kernel-change2-1195998,kernel-patch-12085849,[2/4] amd-xgbe: Fix NETDEV WATCHDOG transmit queue timeout warning,2021-02-12T18:00:08,1
kernel-change2-1195998,kernel-patch-12090521,"[net,v2,2/4] net: amd-xgbe: Fix NETDEV WATCHDOG transmit queue timeout warning",2021-02-16T19:07:08,1
kernel-change2-1182982,kernel-patch-12819958,wl12xx: using pm_runtime_resume_and_get instead of pm_runtime_get_sync,2022-04-20T09:02:14,0
kernel-change2-1182982,kernel-patch-12819959,wl12xx: scan: using pm_runtime_resume_and_get instead of pm_runtime_get_sync,2022-04-20T09:02:47,0
kernel-change2-1204553,kernel-patch-11864473,fix for potential NULL pointer dereference with bare lan743x,2020-10-29T00:28:45,1
kernel-change2-1204553,kernel-patch-11871449,[v2] fix for potential NULL pointer dereference with bare lan743x,2020-10-31T14:36:18,1
kernel-change2-1204553,kernel-patch-11872751,[v3] lan743x: fix for potential NULL pointer dereference with bare card,2020-11-01T22:35:55,1
kernel-change2-1204553,kernel-patch-11975125,[v4] lan743x: fix for potential NULL pointer dereference with bare card,2020-12-15T16:12:45,1
kernel-change2-1180193,kernel-patch-12066189,[net-next] net: core: Return the correct errno code,2021-02-04T03:19:23,0
kernel-change2-1180193,kernel-patch-12066463,[net-next] net: ipv4: Return the correct errno code,2021-02-04T07:26:57,0
kernel-change2-1180193,kernel-patch-12066473,[net-next] net: Return the correct errno code,2021-02-04T07:32:29,0
kernel-change2-1180193,kernel-patch-12066479,[net-next] net: sched: Return the correct errno code,2021-02-04T07:39:50,0
kernel-change2-1180193,kernel-patch-12066631,[net-next] net: Return the correct errno code,2021-02-04T08:56:30,0
kernel-change2-1180193,kernel-patch-12291367,[net-next] net: dcb: Return the correct errno code,2021-06-01T14:13:58,0
kernel-change2-1180193,kernel-patch-12291369,[net-next] net: Return the correct errno code,2021-06-01T14:14:07,0
kernel-change2-1180193,kernel-patch-12294423,[net-next] net: Return the correct errno code,2021-06-02T14:06:40,0
kernel-change2-1176613,kernel-patch-12789675,"[net-next,3/5] Add number of vlan tags dissector",2022-03-23T10:56:00,1
kernel-change2-1176613,kernel-patch-12809106,"[net-next,3/5] Add number of vlan tags dissector",2022-04-11T13:30:58,1
kernel-change2-1176613,kernel-patch-12810513,"[net-next,v2,3/5] flow_dissector: Add number of vlan tags dissector",2022-04-12T10:02:34,1
kernel-change2-1176613,kernel-patch-12813495,"[net-next,v3,3/5] flow_dissector: Add number of vlan tags dissector",2022-04-14T12:51:19,1
kernel-change2-1176613,kernel-patch-12817588,"[net-next,v4,3/5] flow_dissector: Add number of vlan tags dissector",2022-04-19T08:14:32,1
kernel-change2-1191209,kernel-patch-12009829,"[net-next,2/2] drivers: net: dsa: mt7530: MT7530 optional GPIO support",2021-01-11T05:44:28,1
kernel-change2-1191209,kernel-patch-12042919,"[net-next,v2,2/2] net: dsa: mt7530: MT7530 optional GPIO support",2021-01-25T04:43:22,1
kernel-change2-1189577,kernel-patch-12687935,sfc: Check null pointer of rx_queue->page_ring,2021-12-20T13:56:03,0
kernel-change2-1189577,kernel-patch-12687937,sfc: falcon: Check null pointer of rx_queue->page_ring,2021-12-20T14:03:44,0
kernel-change2-1211617,kernel-patch-12254763,net: mdio: Fix a double free issue in the .remove function,2021-05-12T21:35:38,1
kernel-change2-1211617,kernel-patch-12255273,[V2] net: mdio: thunder: Fix a double free issue in the .remove function,2021-05-13T07:44:49,1
kernel-change2-1176835,kernel-patch-13195233,"[net-next,RFC] Add NDOs for hardware timestamp get/set",2023-03-31T04:56:19,1
kernel-change2-1176835,kernel-patch-13197401,"[net-next,RFC,v2] Add NDOs for hardware timestamp get/set",2023-04-02T14:24:35,1
kernel-change2-1176835,kernel-patch-13201168,"[RFC,v3,1/5] Add NDOs for hardware timestamp get/set",2023-04-05T06:31:44,1
kernel-change2-1176835,kernel-patch-13221163,"[RFC,v4,1/5] Add NDOs for hardware timestamp get/set",2023-04-23T03:27:47,1
kernel-change2-1176835,kernel-patch-13228502,"[RFC,net-next,v6,1/5] net: Add NDOs for hardware timestamp get/set",2023-05-02T04:31:46,1
kernel-change2-1192583,kernel-patch-12938196,AX25 rose_call - replacing carriage return by newlines,2022-08-07T18:04:39,1
kernel-change2-1192583,kernel-patch-12938197,Resend : [PATCH] AX25 rose_call - replacing carriage return by newlines,2022-08-07T18:21:34,1
kernel-change2-1168711,kernel-patch-12850958,"[v5,13/15] seltests/landlock: ruleset expanding test",2022-05-16T15:20:36,1
kernel-change2-1168711,kernel-patch-12888817,"[v6,15/17] seltests/landlock: adds ruleset expanding test",2022-06-21T08:23:11,1
kernel-change2-1168711,kernel-patch-12958234,"[v7,15/18] seltests/landlock: add ruleset expanding test",2022-08-29T17:03:58,1
kernel-change2-1201687,kernel-patch-12426171,"[RFC,net-next,1/8] ethtool: Add ability to control transceiver modules' low power mode",2021-08-09T10:21:45,0
kernel-change2-1201687,kernel-patch-12426193,"[RFC,ethtool-next,2/6] ethtool: Add ability to control transceiver modules' low power mode",2021-08-09T10:22:52,0
kernel-change2-1201687,kernel-patch-12444795,"[RFC,net-next,v2,1/6] ethtool: Add ability to control transceiver modules' power mode",2021-08-18T15:51:57,0
kernel-change2-1201687,kernel-patch-12444809,"[RFC,ethtool-next,v2,2/6] ethtool: Add ability to control transceiver modules' power mode",2021-08-18T15:53:02,0
kernel-change2-1201687,kernel-patch-12454975,"[RFC,net-next,v3,1/6] ethtool: Add ability to control transceiver modules' power mode",2021-08-24T13:03:39,0
kernel-change2-1201687,kernel-patch-12454991,"[RFC,ethtool-next,v3,2/6] ethtool: Add ability to control transceiver modules' power mode",2021-08-24T13:05:11,0
kernel-change2-1201687,kernel-patch-12532543,"[net-next,1/6] ethtool: Add ability to control transceiver modules' power mode",2021-10-03T07:32:14,0
kernel-change2-1201687,kernel-patch-12539065,"[net-next,v2,1/6] ethtool: Add ability to control transceiver modules' power mode",2021-10-06T10:46:42,0
