,change1_original_id,patch_original_id,patch_name,correct_grouping
0,kernel-change1-1079681,kernel-patch-7234981,[2/5] media: atmel-isi: prepare for the support of preview path,1
1,,kernel-patch-7539871,"[v2,2/5] media: atmel-isi: prepare for the support of preview path",1
2,kernel-change1-1098006,kernel-patch-10369745,[6/6] pinctrl: imx: add imx8qxp driver,1
3,,kernel-patch-10640163,"[V2,2/2] pinctrl: imx: add imx8qxp driver",1
4,,kernel-patch-10644611,"[V3,2/2] pinctrl: imx: add imx8qxp driver",1
5,,kernel-patch-10661089,"[RESEND,V3,2/2] pinctrl: imx: add imx8qxp driver",1
6,kernel-change1-1081238,kernel-patch-10916289,"[v4,1/4] media: v4l: Add definitions for the HEVC slice controls",1
7,,kernel-patch-10959619,"[v5,1/4] media: v4l: Add definitions for the HEVC slice controls",1
8,,kernel-patch-11059591,"[v7,2/4] media: v4l: Add definitions for the HEVC slice controls",1
9,kernel-change1-1062379,kernel-patch-10404617,[RFC] efi/fb: Convert PCI bus address to resource if translated by the bridge,1
10,,kernel-patch-10406813,efi/fb: Convert PCI bus address to resource if translated by the bridge,1
11,,kernel-patch-10410893,"[V2,2/2] efi/fb: Convert PCI bus address to resource if translated by the bridge",1
12,kernel-change1-1067691,kernel-patch-9421429,"[v2,3/6] iio: adc: Add support for STM32 ADC",1
13,,kernel-patch-9430059,"[v3,3/6] iio: adc: Add support for STM32 ADC",1
14,kernel-change1-999835,kernel-patch-4038421,[7/8] ARM: OMAP2+: timer: Add fallback for of_clk_get,1
15,,kernel-patch-4054141,[17/26] ARM: OMAP2+: timer: Add fallback for of_clk_get,1
16,kernel-change1-1007010,kernel-patch-4819601,ARM: sun5i: Add DT for HSG H702 tablet board,1
17,,kernel-patch-4819961,[v2] ARM: sun5i: Add DT for HSG H702 tablet board,1
18,,kernel-patch-4882881,[v3] ARM: sun5i: Add DT for HSG H702 tablet board,1
19,kernel-change1-1058091,kernel-patch-12443717,"[v3,01/15] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
20,,kernel-patch-12457029,"[v4,01/17] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
21,,kernel-patch-12476419,"[v5,01/16] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
22,,kernel-patch-12533281,"[v6,01/16] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
23,,kernel-patch-12592033,"[v7,01/20] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
24,,kernel-patch-12692864,"[v8,01/22] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
25,,kernel-patch-12694080,"[v9,01/22] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
26,,kernel-patch-12695216,"[v10,01/22] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
27,,kernel-patch-12708435,"[v11,01/22] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
28,,kernel-patch-12754745,"[v12,01/23] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
29,,kernel-patch-12773045,"[v13,01/22] dt-bindings: mediatek: add vdosys1 RDMA definition for mt8195",1
