,change2_original_id,patch_original_id,patch_name,correct_grouping
0,ozlabs-change2-284576,ozlabs-patch-54310,[9/9] QMP: Drop old input object checking code,1
1,,ozlabs-patch-56558,[13/13] QMP: Drop old input object checking,1
2,,ozlabs-patch-56857,[13/14] QMP: Drop old input object checking,1
3,,ozlabs-patch-57591,[21/23] QMP: Drop old input object checking,1
4,ozlabs-change2-298871,ozlabs-patch-170284,"[QEMU,RFC,7/7] generate APIC IDs according to CPU topology",1
5,,ozlabs-patch-175783,"[RFC,15/15] generate APIC IDs according to CPU topology (v2)",1
6,,ozlabs-patch-188783,"[RFC,18/18] pc: generate APIC IDs according to CPU topology (v3)",1
7,,ozlabs-patch-193920,[27/27] pc: generate APIC IDs according to CPU topology,1
8,,ozlabs-patch-210818,"[RFC,12/12] pc: Generate APIC IDs according to CPU topology",1
9,,ozlabs-patch-213378,"[for-1.4,12/12] pc: Generate APIC IDs according to CPU topology",1
10,,ozlabs-patch-214659,"[for-1.4,qom-cpu,9/9] pc: Generate APIC IDs according to CPU topology",1
11,,ozlabs-patch-216249,[13/37] pc: Generate APIC IDs according to CPU topology,1
12,ozlabs-change2-285613,ozlabs-patch-1198064,[11/15] RFC: s390x: Exit on vcpu reset error,1
13,,ozlabs-patch-1202451,"[v2,09/13] s390x: Exit on vcpu reset error",1
14,ozlabs-change2-272965,ozlabs-patch-253921,[09/23] bsd-user: refresh FreeBSD's system call numbers,1
15,,ozlabs-patch-283963,[01/18] bsd-user: refresh freebsd system call numbers,1
16,ozlabs-change2-339159,ozlabs-patch-612076,"[RFC,v0,for,2.7] spapr: Work around the memory hotplug failure with DDW",1
17,,ozlabs-patch-629611,"[RFC,v1,3/3] spapr: spapr: Work around the memory hotplug failure with DDW",1
18,ozlabs-change2-329518,ozlabs-patch-1456334,[2/5] tests: Add tests for yank with the chardev-change,1
19,,ozlabs-patch-1456679,"[v2,2/5] tests: Add tests for yank with the chardev-change case",1
20,,ozlabs-patch-1457429,"[v3,1/4] tests: Add tests for yank with the chardev-change case",1
21,,ozlabs-patch-1458692,"[v4,4/4] tests: Add tests for yank with the chardev-change case",1
22,,ozlabs-patch-1458904,"[PULL,6/6] tests: Add tests for yank with the chardev-change case",1
23,,ozlabs-patch-1459061,"[v5,4/4] tests: Add tests for yank with the chardev-change case",1
24,,ozlabs-patch-1459296,"[PULL,10/10] tests: Add tests for yank with the chardev-change case",1
25,,ozlabs-patch-1459706,"[v6,4/4] tests: Add tests for yank with the chardev-change case",1
26,,ozlabs-patch-1459772,"[v7,4/4] tests: Add tests for yank with the chardev-change case",1
27,,ozlabs-patch-1460206,"[v8,4/4] tests: Add tests for yank with the chardev-change case",1
28,,ozlabs-patch-1460996,"[PULL,v2,9/9] tests: Add tests for yank with the chardev-change case",1
29,ozlabs-change2-275611,ozlabs-patch-1236098,"[RFC,31/66] Hexagon macros referenced in instruction semantics",1
30,,ozlabs-patch-1246703,"[RFC,v2,32/67] Hexagon macros referenced in instruction semantics",1
31,,ozlabs-patch-1347116,"[RFC,v3,26/34] Hexagon (target/hexagon) macros referenced in instruction semantics",1
32,ozlabs-change2-343221,ozlabs-patch-341856,"[13/13] fix gcc-4.9 compiler error on __{get, put]}_user",1
33,,ozlabs-patch-356760,"[v2,13/13] linux-user: fix gcc-4.9 compiler error on __{get, put]}_user",1
34,,ozlabs-patch-357437,"[PULL,13/18] linux-user: fix gcc-4.9 compiler error on __{get, put]}_user",1
35,,ozlabs-patch-357922,"[v3,13/13] linux-user: fix gcc-4.9 compiler error on __{get, put]}_user",1
36,,ozlabs-patch-360540,"[PULL,v2,13/17] linux-user: fix gcc-4.9 compiler error on __{get, put]}_user",1
37,ozlabs-change2-235296,ozlabs-patch-91293,[RFC] configure: target dependent linking,1
38,,ozlabs-patch-92817,[1/2] configure: support target dependent linking,1
39,,ozlabs-patch-92818,configure: support target dependent linking,1
40,ozlabs-change2-237913,ozlabs-patch-961593,input-linux: customizable toggle keys,1
41,,ozlabs-patch-961594,input-linux: customizable toggle keys v2,1
42,ozlabs-change2-346988,ozlabs-patch-1072220,"[for-4.1,1/8] target/riscv: Name the argument sets for all of insn32 formats",1
43,,ozlabs-patch-1091005,[1/2] fixup! target/riscv: Name the argument sets for all of insn32 formats,1
44,,ozlabs-patch-1105456,"[PULL,04/29] target/riscv: Name the argument sets for all of insn32 formats",1
45,ozlabs-change2-270643,ozlabs-patch-1485302,"[v3,7/7] ACPI ERST: step 6 of bios-tables-test.c",1
46,,ozlabs-patch-1491114,"[v4,6/6] ACPI ERST: step 6 of bios-tables-test.c",1
47,,ozlabs-patch-1499091,"[v5,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
48,,ozlabs-patch-1514140,"[v6,10/10] ACPI ERST: step 6 of bios-tables-test",1
49,,ozlabs-patch-1537837,"[v7,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
50,,ozlabs-patch-1541877,"[v8,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
51,,ozlabs-patch-1562968,"[v9,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
52,,ozlabs-patch-1566046,"[v10,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
53,,ozlabs-patch-1568361,"[v11,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
54,,ozlabs-patch-1583575,"[v13,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
55,,ozlabs-patch-1584555,"[v14,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
56,,ozlabs-patch-1585941,"[v15,10/10] ACPI ERST: step 6 of bios-tables-test.c",1
57,,ozlabs-patch-1588691,"[PULL,31/32] ACPI ERST: step 6 of bios-tables-test.c",1
58,,ozlabs-patch-1588945,"[PULL,v2,23/24] ACPI ERST: step 6 of bios-tables-test.c",1
59,ozlabs-change2-319945,ozlabs-patch-1319678,[08/10] hw/block/nvme: allow open to close transitions by controller,1
60,,ozlabs-patch-1370892,[14/16] hw/block/nvme: allow open to close transitions by controller,1
61,,ozlabs-patch-1373985,"[v2,14/14] hw/block/nvme: allow open to close transitions by controller",1
62,,ozlabs-patch-1382067,"[v3,9/9] hw/block/nvme: allow open to close zone transitions by controller",1
63,,ozlabs-patch-1406956,"[v5,11/12] hw/block/nvme: allow open to close zone transitions by controller",1
64,ozlabs-change2-319023,ozlabs-patch-32861,Fix error checking and cleaning in path.c,1
65,,ozlabs-patch-32917,Fix error checking and cleaning in path.c V2,1
66,ozlabs-change2-270608,ozlabs-patch-87206,"[23/26] acpi, acpi_piix: factor out PM1_CNT logic",1
67,,ozlabs-patch-88371,"[3/4] acpi, acpi_piix, vt82c686: factor out PM1_CNT logic",1
68,ozlabs-change2-247112,ozlabs-patch-895349,"[RFC,1/2] kvm: add virtio pmem driver",1
69,,ozlabs-patch-904138,"[RFC,v2,1/2] virtio: add pmem driver",1
70,ozlabs-change2-254200,ozlabs-patch-657890,"[V1,4/4] hw/iommu: share common between IOMMUs",1
71,,ozlabs-patch-659337,"[V2,6/6] hw/iommu: share common code between IOMMUs",1
72,,ozlabs-patch-664598,"[v3,6/6] hw/iommu: share common code between IOMMUs",1
73,,ozlabs-patch-668698,"[v4,6/6] hw/iommu: share common code between IOMMUs",1
74,,ozlabs-patch-672405,"[V5,6/6] hw/iommu: share common code between IOMMUs",1
75,ozlabs-change2-247095,ozlabs-patch-68937,"[RFC,07/10] virtagent: add getdmesg RPC",1
76,,ozlabs-patch-69979,"[RFC,v2,07/10] virtagent: add getdmesg RPC",1
77,,ozlabs-patch-70745,"[RFC,v3,07/11] virtagent: add getdmesg RPC",1
78,,ozlabs-patch-71416,"[RFC,v4,07/18] virtagent: add getdmesg RPC",1
