,change1_original_id,patch_original_id,patch_name,correct_grouping
0,ffmpeg-change1-15468,ffmpeg-patch-13907,[FFmpeg-devel] Display decoded frame number on error,1
1,,ffmpeg-patch-13910,[FFmpeg-devel] Display decoded frame number on error,1
2,ffmpeg-change1-23953,ffmpeg-patch-12020,"[FFmpeg-devel,2/2] tests/api/api-h264-test: Add AV_NOPTS_VALUE check for AVFrame.pkt_dts",1
3,,ffmpeg-patch-12039,"[FFmpeg-devel,V2] tests/api/api-h264-test: Add AV_NOPTS_VALUE check for AVFrame.pkt_dts",1
4,ffmpeg-change1-17404,ffmpeg-patch-29217,"[FFmpeg-devel,v3,2/2] fftools/ffmpeg_filter: fix the flags parsing for scaler",1
5,,ffmpeg-patch-29250,"[FFmpeg-devel,v4,3/3] fftools/ffmpeg_filter: fix the flags parsing for scaler",1
6,ffmpeg-change1-15611,ffmpeg-patch-34485,"[FFmpeg-devel,12/13] doc: Add an entry to APIchanges about no longer implicitly including version.h",1
7,,ffmpeg-patch-34699,"[FFmpeg-devel,v2,8/9] doc: Add an entry to APIchanges about no longer implicitly including version.h",1
8,ffmpeg-change1-13154,ffmpeg-patch-31977,"[FFmpeg-devel,1/6] avformat/rtsp: remove redundant assignment",1
9,,ffmpeg-patch-32055,"[FFmpeg-devel,v2,1/6] avformat/rtsp: remove redundant assignment",1
10,ffmpeg-change1-21566,ffmpeg-patch-4482,[FFmpeg-devel] libavcodec/mips: Improve avc dequant-idct luma dc msa function,1
11,,ffmpeg-patch-4484,[FFmpeg-devel] libavcodec/mips: Improve avc dequant-idct luma dc msa function,1
12,ffmpeg-change1-20628,ffmpeg-patch-11071,"[FFmpeg-devel,1/5] lavfi/buffersrc: Indent the code.",1
13,,ffmpeg-patch-11100,"[FFmpeg-devel,V2,1/5] lavfi/buffersrc: Indent the code.",1
14,,ffmpeg-patch-11118,"[FFmpeg-devel,V3,1/7] lavfi/buffersrc: Indent the code.",1
15,,ffmpeg-patch-11140,"[FFmpeg-devel,V4,1/6] lavfi/buffersrc: Indent the code.",1
16,ffmpeg-change1-13929,ffmpeg-patch-1510,[FFmpeg-devel] Avoid creating unecessary dependencies on thread libraries.,1
17,,ffmpeg-patch-1518,[FFmpeg-devel] Avoid creating unecessary dependencies on thread libraries.,1
18,ffmpeg-change1-21962,ffmpeg-patch-10826,[FFmpeg-devel] libavformat: add multiple PCR streams in MPEGTS muxer,1
19,,ffmpeg-patch-10827,[FFmpeg-devel] libavformat: add multiple PCR streams in MPEGTS muxer,1
20,,ffmpeg-patch-11093,[FFmpeg-devel] libavformat: add multiple PCR streams in MPEGTS muxer [v2],1
21,ffmpeg-change1-4510,ffmpeg-patch-5527,"[FFmpeg-devel] avcodec/mips: Improve avc put mc 12, 32 and 22 msa functions",1
22,,ffmpeg-patch-5529,"[FFmpeg-devel] avcodec/mips: Improve avc put mc 12, 32 and 22 msa functions",1
23,ffmpeg-change1-5420,ffmpeg-patch-23472,"[FFmpeg-devel,010/114] avcodec/on2avc: Apply offset when initializing VLC",1
24,,ffmpeg-patch-23796,"[FFmpeg-devel,v2,012/162] avcodec/on2avc: Apply offset when initializing VLC",1
25,ffmpeg-change1-22377,ffmpeg-patch-29882,"[FFmpeg-devel,05/10] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
26,,ffmpeg-patch-29893,"[FFmpeg-devel,V2,05/10] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
27,,ffmpeg-patch-31333,"[FFmpeg-devel,2/7] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
28,,ffmpeg-patch-31617,"[FFmpeg-devel,V2,2/5] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
29,,ffmpeg-patch-31742,"[FFmpeg-devel,V3,2/5] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
30,,ffmpeg-patch-31831,"[FFmpeg-devel,V4,2/5] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
31,,ffmpeg-patch-31873,"[FFmpeg-devel,V5,2/5] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
32,,ffmpeg-patch-32097,"[FFmpeg-devel,V6,2/5] libavutil/hwcontext_vaapi: Add a new nv12 format map to support vulkan frame",1
33,ffmpeg-change1-12476,ffmpeg-patch-21341,"[FFmpeg-devel,5/5] avformat/mpegtsenc: support 0x6a descriptor for AC-3 by side data if have",1
34,,ffmpeg-patch-21384,"[FFmpeg-devel,v2,5/5] avformat/mpegtsenc: support 0x6a descriptor for AC-3 by side data if have",1
35,ffmpeg-change1-23763,ffmpeg-patch-3016,"[FFmpeg-devel,3/5] swscale: use a function for isBayer",1
36,,ffmpeg-patch-3020,"[FFmpeg-devel,3/5] swscale: use a function for isBayer",1
37,ffmpeg-change1-19613,ffmpeg-patch-9103,"[FFmpeg-devel,1/3] lavf: add avs2 fourcc",1
38,,ffmpeg-patch-9102,"[FFmpeg-devel,1/3] lavf: add avs2 fourcc",1
39,,ffmpeg-patch-9159,"[FFmpeg-devel,v3,3/3] lavf: add avs2 fourcc",1
40,,ffmpeg-patch-9570,"[FFmpeg-devel,v4,2/4] lavf: add avs2 fourcc",1
41,,ffmpeg-patch-9581,"[FFmpeg-devel,v5,2/4] lavf: add avs2 fourcc",1
42,,ffmpeg-patch-9585,"[FFmpeg-devel,v6,2/4] lavf: add avs2 fourcc",1
43,,ffmpeg-patch-9626,"[FFmpeg-devel,v7,2/3] lavf: add avs2 fourcc",1
44,,ffmpeg-patch-9733,"[FFmpeg-devel,v9,2/3] lavf: add avs2 fourcc",1
45,ffmpeg-change1-24508,ffmpeg-patch-4775,"[FFmpeg-devel,17/18] vaapi_h265: Convert to use coded bitstream infrastructure",1
46,,ffmpeg-patch-5125,"[FFmpeg-devel,16/20] vaapi_h265: Convert to use coded bitstream infrastructure",1
47,,ffmpeg-patch-5481,"[FFmpeg-devel,17/20] vaapi_h265: Convert to use coded bitstream infrastructure",1
48,,ffmpeg-patch-5571,"[FFmpeg-devel,17/20] vaapi_h265: Convert to use coded bitstream infrastructure",1
49,ffmpeg-change1-19474,ffmpeg-patch-31398,"[FFmpeg-devel,05/15] lavc/videotoolbox: escape 0x00000[0-3]s in avcC PSs",1
50,,ffmpeg-patch-31540,"[FFmpeg-devel,05/16] lavc/videotoolbox: escape 0x00000[0-3]s in avcC PSs",1
51,,ffmpeg-patch-31600,"[FFmpeg-devel,05/16] lavc/videotoolbox: escape 0x00000[0-3]s in avcC PSs",1
52,ffmpeg-change1-12389,ffmpeg-patch-28248,"[FFmpeg-devel,2/5] avformat/mpegts: Recognize arib_superimpose by ARIB data coding descriptor",1
53,,ffmpeg-patch-28256,"[FFmpeg-devel,v2,2/5] avformat/mpegts: Recognize arib_superimpose by ARIB data coding descriptor",1
54,ffmpeg-change1-7877,ffmpeg-patch-36695,[FFmpeg-devel] avfilter: add vsrc_ddagrab,1
55,,ffmpeg-patch-36716,"[FFmpeg-devel,v2,8/8] avfilter: add vsrc_ddagrab",1
56,ffmpeg-change1-9875,ffmpeg-patch-17947,"[FFmpeg-devel,1/4] avformat/audiointerleave: disallow using a samples_per_frame array",1
57,,ffmpeg-patch-18056,"[FFmpeg-devel,v2,1/7] avformat/audiointerleave: disallow using a samples_per_frame array",1
58,ffmpeg-change1-7857,ffmpeg-patch-11543,"[FFmpeg-devel,V1] avfilter: Add tonemap vaapi filter",1
59,,ffmpeg-patch-11562,"[FFmpeg-devel,V2] avfilter: Add tonemap vaapi filter",1
60,,ffmpeg-patch-11582,"[FFmpeg-devel,V3] avfilter: Add tonemap vaapi filter",1
61,,ffmpeg-patch-15018,"[FFmpeg-devel,v4,2/2] avfilter: Add tonemap vaapi filter",1
62,ffmpeg-change1-22034,ffmpeg-patch-29085,"[FFmpeg-devel,1/5] libavformat/concatdec: remove support for unsafe=-1.",1
63,,ffmpeg-patch-29645,"[FFmpeg-devel,1/4] libavformat/concatdec: remove support for unsafe=-1",1
64,ffmpeg-change1-435,ffmpeg-patch-186,"[FFmpeg-devel] af_hdcd: Extract generic HDCD decoder, wrap for ffmpeg",1
65,,ffmpeg-patch-195,"[FFmpeg-devel,PATCHv2] af_hdcd: Extract generic HDCD decoder, wrap for ffmpeg",1
66,,ffmpeg-patch-197,"[FFmpeg-devel,PATCHv3] af_hdcd: Extract generic HDCD decoder, wrap for ffmpeg",1
67,,ffmpeg-patch-209,"[FFmpeg-devel,PATCHv4] af_hdcd: Extract generic HDCD decoder, wrap for ffmpeg",1
68,,ffmpeg-patch-216,"[FFmpeg-devel,PATCHv5] af_hdcd: Extract generic HDCD decoder, wrap for ffmpeg",1
69,ffmpeg-change1-9165,ffmpeg-patch-20827,"[FFmpeg-devel,2/2] avfilter/vf_subtitles: Added shift option for subtitles/ass filters.",1
70,,ffmpeg-patch-20829,"[FFmpeg-devel,2/2] avfilter/vf_subtitles: Added shift option for subtitles/ass filters.",1
71,,ffmpeg-patch-28759,"[FFmpeg-devel,v1,2/2] avfilter/vf_subtitles: Added shift option for subtitles/ass filters.",1
72,ffmpeg-change1-14738,ffmpeg-patch-13231,"[FFmpeg-devel,09/11] cbs_mpeg2: Fix parsing of slice headers",1
73,,ffmpeg-patch-13246,[FFmpeg-devel] cbs_mpeg2: Fix parsing of slice headers,1
74,ffmpeg-change1-3111,ffmpeg-patch-16176,"[FFmpeg-devel,1/7] avcodec/g729dec: Check for KELVIN && 6k4",1
75,,ffmpeg-patch-16501,"[FFmpeg-devel,2/3] avcodec/g729dec: Check for KELVIN && 6k4",1
76,ffmpeg-change1-21808,ffmpeg-patch-25783,"[FFmpeg-devel,3/4] libavfilter: show side data of bounding box",1
77,,ffmpeg-patch-25808,"[FFmpeg-devel,V2,3/4] libavfilter: show side data of bounding box",1
78,,ffmpeg-patch-26247,"[FFmpeg-devel,V5,4/5] libavfilter: show side data of bounding box",1
79,ffmpeg-change1-5587,ffmpeg-patch-34683,[FFmpeg-devel] avcodec/pngenc: support writing iCCP chunks,1
80,,ffmpeg-patch-34684,"[FFmpeg-devel,v2] avcodec/pngenc: support writing iCCP chunks",1
81,,ffmpeg-patch-34715,"[FFmpeg-devel,v3] avcodec/pngenc: support writing iCCP chunks",1
82,,ffmpeg-patch-34754,"[FFmpeg-devel,v4] avcodec/pngenc: support writing iCCP chunks",1
83,,ffmpeg-patch-34755,"[FFmpeg-devel,v5] avcodec/pngenc: support writing iCCP chunks",1
84,,ffmpeg-patch-34950,"[FFmpeg-devel,v6,1/2] avcodec/pngenc: support writing iCCP chunks",1
85,,ffmpeg-patch-35018,"[FFmpeg-devel,v7,1/2] avcodec/pngenc: support writing iCCP chunks",1
86,,ffmpeg-patch-35207,"[FFmpeg-devel,v8,1/2] avcodec/pngenc: support writing iCCP chunks",1
87,ffmpeg-change1-24077,ffmpeg-patch-2568,[FFmpeg-devel] tiff: fix leaking yuv_line,1
88,,ffmpeg-patch-2588,[FFmpeg-devel] tiff: fix leaking yuv_line,1
89,ffmpeg-change1-1150,ffmpeg-patch-36321,"[FFmpeg-devel,3/4] avcodec/aasc: Fix indention",1
90,,ffmpeg-patch-36324,"[FFmpeg-devel,3/4] avcodec/aasc: Fix indention",1
91,ffmpeg-change1-8718,ffmpeg-patch-16460,[FFmpeg-devel] avfilter/vf_convolution: add x86 SIMD for filter_column(),1
92,,ffmpeg-patch-16552,"[FFmpeg-devel,3/3] avfilter/vf_convolution: add X86 SIMD for filter_column()",1
93,ffmpeg-change1-7148,ffmpeg-patch-25431,"[FFmpeg-devel,10/50] avcodec/webp: use av_packet_alloc() to allocate packets",1
94,,ffmpeg-patch-26124,"[FFmpeg-devel,10/48] avcodec/webp: use av_packet_alloc() to allocate packets",1
95,ffmpeg-change1-18371,ffmpeg-patch-21372,"[FFmpeg-devel,RFC] lavc, lavfmt: add FLIF decoding support",1
96,,ffmpeg-patch-21380,"[FFmpeg-devel,v2,RFC] lavc, lavfmt: add FLIF decoding support",1
97,,ffmpeg-patch-21601,"[FFmpeg-devel,v3,RFC] lavc, lavfmt: add FLIF decoding support",1
98,ffmpeg-change1-17424,ffmpeg-patch-35205,"[FFmpeg-devel,39/49] fftools/ffmpeg_mux: return errors from of_submit_packet()",1
99,,ffmpeg-patch-36269,"[FFmpeg-devel,28/35] fftools/ffmpeg_mux: return errors from of_submit_packet()",1
100,ffmpeg-change1-19608,ffmpeg-patch-506,"[FFmpeg-devel,1/3] lavf: add AV_DISPOSITION_TIMED_THUMBNAILS",1
101,,ffmpeg-patch-879,"[FFmpeg-devel,1/3] lavf: add AV_DISPOSITION_TIMED_THUMBNAILS",1
102,ffmpeg-change1-14006,ffmpeg-patch-34527,[FFmpeg-devel] avutil: make lzo always compile,1
103,,ffmpeg-patch-34528,"[FFmpeg-devel,1/2,v2] avutil: make lzo always compile",1
104,ffmpeg-change1-18857,ffmpeg-patch-14029,"[FFmpeg-devel,v4,2/3] lavc/libdavs2.c: fix decoder info level setting",1
105,,ffmpeg-patch-14032,"[FFmpeg-devel,v5,2/3] lavc/libdavs2.c: fix decoder info level setting",1
106,ffmpeg-change1-2524,ffmpeg-patch-7598,[FFmpeg-devel] avcodec/dpx: Support for RGB 12-bit packed decoding,1
107,,ffmpeg-patch-8379,[FFmpeg-devel] avcodec/dpx: Support for RGB 12-bit packed decoding,1
108,ffmpeg-change1-3396,ffmpeg-patch-16856,"[FFmpeg-devel,v1,4/5] avcodec/h264_sei: fix the size of user data unregistered",1
109,,ffmpeg-patch-16872,"[FFmpeg-devel,v2,4/5] avcodec/h264_sei: fix the size of user data unregistered",1
