,change2_original_id,patch_original_id,patch_name,correct_grouping
0,kernel-change2-1014419,kernel-patch-12209639,"[RESEND,3/4] docs: Add HiSilicon PTT device driver documentation",1
1,,kernel-patch-12692719,"[v2,5/6] docs: Add HiSilicon PTT device driver documentation",1
2,,kernel-patch-12722144,"[v3,6/8] docs: Add HiSilicon PTT device driver documentation",1
3,,kernel-patch-12753251,"[v4,7/8] docs: Add HiSilicon PTT device driver documentation",1
4,,kernel-patch-12773301,"[v5,7/8] docs: Add HiSilicon PTT device driver documentation",1
5,,kernel-patch-12802653,"[v6,6/7] docs: Add HiSilicon PTT device driver documentation",1
6,,kernel-patch-12805193,"[v7,6/7] docs: Add HiSilicon PTT device driver documentation",1
7,,kernel-patch-12850779,"[v8,7/8] docs: trace: Add HiSilicon PTT device driver documentation",1
8,,kernel-patch-12870275,"[v9,7/8] docs: trace: Add HiSilicon PTT device driver documentation",1
9,,kernel-patch-12917614,"[v10,7/8] docs: trace: Add HiSilicon PTT device driver documentation",1
10,,kernel-patch-12925093,"[v11,7/8] docs: trace: Add HiSilicon PTT device driver documentation",1
11,,kernel-patch-12944716,"[v12,4/5] docs: trace: Add HiSilicon PTT device driver documentation",1
12,kernel-change2-1073290,kernel-patch-1750961,[01/29] mv_xor: use dev_(err|info|notice) instead of dev_printk,1
13,,kernel-patch-1763731,[01/30] dma: mv_xor: use dev_(err|info|notice) instead of dev_printk,1
14,kernel-change2-1025544,kernel-patch-10078875,rtc: add mxc driver for i.MX53,1
15,,kernel-patch-10093003,"[v2,5/5] rtc: add mxc driver for i.MX53 SRTC",1
16,,kernel-patch-10104781,"[v3,3/4] rtc: add mxc driver for i.MX53 SRTC",1
17,,kernel-patch-10118917,"[v4,3/4] rtc: add mxc driver for i.MX53 SRTC",1
18,kernel-change2-1015819,kernel-patch-12333425,"[v1,2/3] dt-binding: mt8195: add toprgu reset-controller head file",1
19,,kernel-patch-12337795,"[v2,2/3] dt-binding: reset: mt8195: add toprgu reset-controller head file",1
20,,kernel-patch-12337827,"[v2,2/3] dt-binding: reset: mt8195: add toprgu reset-controller head file",1
21,kernel-change2-1002346,kernel-patch-9522973,"[RESEND,2/2] arm: dts: mt2701: Add i2c device node",1
22,,kernel-patch-9573247,"[v2,2/2] arm: dts: mt2701: Add i2c device node",1
23,,kernel-patch-9601965,"[v3,2/2] arm: dts: Add Mediatek MT2701 i2c device node",1
24,,kernel-patch-9612263,"[RESEND,v3,2/2] arm: dts: Add Mediatek MT2701 i2c device node",1
25,,kernel-patch-9749821,"[v4,2/2] arm: dts: Add Mediatek MT2701 i2c device node",1
26,kernel-change2-1056540,kernel-patch-9693725,"[5/5,v3] ARM: dts: Add the FOTG210 USB host to Gemini",1
27,,kernel-patch-10719811,[4/5] ARM: dts: Add the FOTG210 USB host to Gemini boards,1
28,kernel-change2-1050053,kernel-patch-10641613,"[v2,4/7] mtd: m25p80: add support of octal I/O transfer",1
29,,kernel-patch-10641781,"[v2,5/7] mtd: m25p80: add support of octal I/O transfer",1
30,,kernel-patch-10708899,"[v5,5/7] mtd: m25p80: add support of octal mode I/O transfer",1
31,,kernel-patch-10720611,"[RESEND,v5,5/7] mtd: m25p80: add support of octal mode I/O transfer",1
32,,kernel-patch-10737033,"[v6,5/7] mtd: m25p80: add support of octal mode I/O transfer",1
33,,kernel-patch-10764255,"[v7,3/5] mtd: m25p80: add support of octal mode I/O transfer",1
34,kernel-change2-1006324,kernel-patch-5320351,[1/4] ARM: shmobile: r8a7740 dtsi: Add cache-controller node,1
35,,kernel-patch-5776861,"[v2,1/5] ARM: shmobile: r8a7740 dtsi: Add cache-controller node",1
36,,kernel-patch-6327671,"[v3,2/6] ARM: shmobile: r8a7740 dtsi: Add L2 cache-controller node",1
37,,kernel-patch-6947341,"[v4,1/6] ARM: shmobile: r8a7740 dtsi: Add L2 cache-controller node",1
38,,kernel-patch-7682321,"[v5,1/4] ARM: shmobile: r8a7740 dtsi: Add L2 cache-controller node",1
39,,kernel-patch-7710271,[14/15] ARM: shmobile: r8a7740 dtsi: Add L2 cache-controller node,1
40,kernel-change2-1060349,kernel-patch-911412,"[v3,28/40] Subject: ARM: mm: proc-sa110: Use the new processor struct macros",1
41,,kernel-patch-953202,"[v4,28/40] ARM: mm: proc-sa110: Use the new processor struct macros",1
42,kernel-change2-969086,kernel-patch-9638883,"[v1,1/5] dt-bindings: Document STM32 IWDG bindings",1
43,,kernel-patch-9638999,"[v2,1/5] dt-bindings: Document STM32 IWDG bindings",1
44,,kernel-patch-9639227,"[v3,1/5] dt-bindings: Document STM32 IWDG bindings",1
45,,kernel-patch-9654413,"[v4,1/5] dt-bindings: watchdog: Document STM32 IWDG bindings",1
46,,kernel-patch-9666961,"[v5,1/5] dt-bindings: watchdog: Document STM32 IWDG bindings",1
47,kernel-change2-1092646,kernel-patch-11535467,"[v2,1/5] ARM: dts: stm32: Add pin map for ltdc, spi5 on stm32f429-disco board",1
48,,kernel-patch-11542135,"[v3,1/5] ARM: dts: stm32: Add pin map for ltdc, spi5 on stm32f429-disco board",1
49,,kernel-patch-11555253,"[v4,4/8] ARM: dts: stm32: Add pin map for ltdc on stm32f429-disco board",1
50,,kernel-patch-11567967,"[v5,2/8] ARM: dts: stm32: Add pin map for ltdc & spi5 on stm32f429-disco board",1
51,,kernel-patch-11568021,"[v5,2/8] ARM: dts: stm32: Add pin map for ltdc & spi5 on stm32f429-disco board",1
52,,kernel-patch-11572191,"[v6,2/9] ARM: dts: stm32: Add pin map for ltdc & spi5 on stm32f429-disco board",1
53,kernel-change2-972318,kernel-patch-1751261,[28/29] mv_xor: add Device Tree binding,1
54,,kernel-patch-1764031,[28/30] dma: mv_xor: add Device Tree binding,1
55,kernel-change2-1063495,kernel-patch-10938765,"[v2,3/3] arm64: dts: nxp: frwy-ls1046a: add support for micron nor flash",1
56,,kernel-patch-10962799,[3/3] arm64: dts: frwy-ls1046a: add support for micron nor flash,1
57,,kernel-patch-10962947,"[v3,3/3] arm64: dts: frwy-ls1046a: add support for micron nor flash",1
58,kernel-change2-999421,kernel-patch-9567549,Add Master Sample Data Mode for SPI,0
59,,kernel-patch-9569433,spi/sun6i: Add Master Sample Data Mode for SPI,0
60,kernel-change2-1072396,kernel-patch-6361951,[10/18] media controller: use macros to check for V4L2 subdev entities,1
61,,kernel-patch-7058761,"[v7,28/44,media] media: use macros to check for V4L2 subdev entities",1
62,,kernel-patch-7096521,"[v8,32/55,media] media: use macros to check for V4L2 subdev entities",1
63,kernel-change2-1042298,kernel-patch-11039235,"[v2,4/6] cpuidle: tegra: Support CPU cluster power-down on Tegra30",1
64,,kernel-patch-11044577,"[v3,10/13] cpuidle: tegra: Support CPU cluster power-down state on Tegra30",1
65,,kernel-patch-11066287,"[v4,10/13] cpuidle: tegra: Support CPU cluster power-down state on Tegra30",1
66,kernel-change2-1076262,kernel-patch-10641623,"[v2,5/7] spi: spi-mem: add support for octal I/O data transfer",1
67,,kernel-patch-10641729,"[v2,2/7] spi: spi-mem: add support for octal I/O data transfer",1
68,,kernel-patch-10708897,"[v5,2/7] spi: spi-mem: add support for octal mode I/O data transfer",1
69,,kernel-patch-10737031,"[v6,2/7] spi: spi-mem: add support for octal mode I/O data transfer",1
70,kernel-change2-1040879,kernel-patch-2839272,"[RFC,3/3] clk: Exynos5250: Add alternate parent name for mout_cpu",1
71,,kernel-patch-2853193,"[RFC,v2,3/3] clk: samsung: Exynos5250: Add alternate parent name for mout_cpu",1
72,kernel-change2-999080,kernel-patch-9986193,watchdog: lpc18xx_wdt: Convert timers to use,1
73,,kernel-patch-10010113,watchdog: lpc18xx_wdt: Convert timers to use timer_setup(),1
74,kernel-change2-979525,kernel-patch-10909725,[3/3] ARM: lpc32xx: use SPDX license identifier,1
75,,kernel-patch-10909799,[5/5] ARM: dts: lpc32xx: use SPDX license identifier,1
76,kernel-change2-988495,kernel-patch-12845810,drm/meson: Fix refcount leak in meson_encoder_hdmi_init,0
77,,kernel-patch-12847417,drm/meson: Fix refcount leak in meson_encoder_hdmi_init,0
78,,kernel-patch-12865781,[2/2] drm/meson: encoder_hdmi: Fix refcount leak in meson_encoder_hdmi_init,0
79,,kernel-patch-12866327,"[v2,2/2] drm/meson: encoder_hdmi: Fix refcount leak in meson_encoder_hdmi_init",0
80,kernel-change2-979334,kernel-patch-1415021,"[RFC,2/2] ARM: kexec: Check segment memory addresses",0
81,,kernel-patch-1420651,[2/2] ARM: kexec: Check segment memory addresses,0
82,,kernel-patch-1486431,"[RESEND,2/2] ARM: kexec: Check segment memory addresses",0
83,,kernel-patch-1601961,"[RESEND,2/2] ARM: kexec: Check segment memory addresses",0
84,,kernel-patch-1602091,ARM: kexec: fix segment memory addresses check,0
85,kernel-change2-1060557,kernel-patch-5142531,[3/4] ARM: mvebu: Fix secondary startup for Cortex A9 SoC,1
86,,kernel-patch-5197101,"[v2,3/4] ARM: mvebu: Fix the secondary startup for Cortex A9 SoC",1
87,kernel-change2-957061,kernel-patch-2252991,[04/04] ARM: shmobile: APE6EVM support,1
88,,kernel-patch-2293731,[01/03] ARM: shmobile: APE6EVM base support V2,1
89,,kernel-patch-2337381,"[01/03,v2] ARM: shmobile: APE6EVM base support",1
90,,kernel-patch-2364451,"[01/03,v3] ARM: shmobile: APE6EVM base support",1
91,,kernel-patch-2375951,[03/11] ARM: shmobile: APE6EVM base support,1
92,,kernel-patch-2384291,[03/11] ARM: shmobile: APE6EVM base support,1
93,kernel-change2-984400,kernel-patch-10182421,[2/7] arm64: uprobes - fix checkpatch.pl issues,1
94,,kernel-patch-10224469,"[2/7,RESEND] arm64: uprobes - fix checkpatch.pl issues",1
95,,kernel-patch-10615851,"[v2,2/7] arm64: uprobes - fix checkpatch issues",1
96,kernel-change2-1009761,kernel-patch-12852325,[v2] arm64: Expand the static memblock memory table,1
97,,kernel-patch-12863181,"[v3] memblock,arm64: Expand the static memblock memory table",1
98,,kernel-patch-12881972,"[v4] memblock,arm64: Expand the static memblock memory table",1
99,,kernel-patch-12882101,"[v5] memblock,arm64: Expand the static memblock memory table",1
100,kernel-change2-964928,kernel-patch-11018009,arm64: Add support for E0PD,1
101,,kernel-patch-11019793,[v2] arm64: Add initial support for E0PD,1
102,,kernel-patch-11089839,[1/2] arm64: Add initial support for E0PD,1
