change1_original_id,patch_original_id,patch_name,date,is_correct
ozlabs-change1-568979,ozlabs-patch-117569,"[U-Boot,V2,2/4] mmc: sdhci: fix build warning",2011-10-04T06:32:46,1
ozlabs-change1-568979,ozlabs-patch-117581,"[U-Boot,V2.1,2/4] mmc: sdhci: fix build warning",2011-10-04T07:02:27,1
ozlabs-change1-568979,ozlabs-patch-118531,"[U-Boot,V3,2/5] mmc: sdhci: fix build warning",2011-10-08T13:47:13,1
ozlabs-change1-568979,ozlabs-patch-118544,"[U-Boot,V4,2/5] mmc: sdhci: fix build warning",2011-10-08T14:14:55,1
ozlabs-change1-580360,ozlabs-patch-450525,"[U-Boot,4/7] malloc_f: remove redundant defalut values of CONFIG_SYS_MALLOC_F_LEN",2015-03-16T10:35:10,1
ozlabs-change1-580360,ozlabs-patch-450867,"[U-Boot,v2,4/7] malloc_f: remove redundant defalut values of CONFIG_SYS_MALLOC_F_LEN",2015-03-17T03:35:10,1
ozlabs-change1-580360,ozlabs-patch-451943,"[U-Boot,v3,4/7] malloc_f: remove redundant defalut values of CONFIG_SYS_MALLOC_F_LEN",2015-03-19T10:42:54,1
ozlabs-change1-570180,ozlabs-patch-1383743,"[v3,09/23] test: log: Convert log_test from python to C",2020-10-17T18:07:34,1
ozlabs-change1-570180,ozlabs-patch-1389058,"[v4,08/22] test: log: Convert log_test from python to C",2020-10-27T23:55:27,1
ozlabs-change1-557216,ozlabs-patch-267095,"[U-Boot,v2,2/4] board support of arm64",2013-08-14T10:58:05,1
ozlabs-change1-557216,ozlabs-patch-267384,"[U-Boot,v3,2/5] board support of arm64",2013-08-15T13:47:11,1
ozlabs-change1-557216,ozlabs-patch-268437,"[U-Boot,v4,2/4] board support of arm64",2013-08-20T10:48:00,1
ozlabs-change1-557216,ozlabs-patch-269604,"[U-Boot,v5,2/4] board support of arm64",2013-08-24T01:06:24,1
ozlabs-change1-557216,ozlabs-patch-269605,"[U-Boot,v5,2/4] board support of arm64",2013-08-24T01:06:25,1
ozlabs-change1-557216,ozlabs-patch-273575,"[U-Boot,v6,2/5] board support of arm64",2013-09-09T13:50:13,1
ozlabs-change1-560484,ozlabs-patch-1027903,"[U-Boot,v1,11/15] Kconfig: Make CMD_SPL_NAND_OFS only available when proper memory is used",2019-01-19T09:15:24,1
ozlabs-change1-560484,ozlabs-patch-1034056,"[U-Boot,v2,13/17] Kconfig: Make CMD_SPL_NAND_OFS only available when proper memory is used",2019-01-31T09:03:31,1
ozlabs-change1-523242,ozlabs-patch-1504477,[10/14] ARM: dts: ast2600: Add ARCY to device tree,2021-07-13T09:00:12,1
ozlabs-change1-523242,ozlabs-patch-1506028,"[v2,10/14] ARM: dts: ast2600: Add ARCY to device tree",2021-07-16T05:55:42,1
ozlabs-change1-523242,ozlabs-patch-1507414,"[v3,10/14] ARM: dts: ast2600: Add ARCY to device tree",2021-07-20T06:38:35,1
ozlabs-change1-526683,ozlabs-patch-682442,[U-Boot] tpm: tpm_tis_lpc: Add support for AT97SC3204,2016-10-14T21:41:51,1
ozlabs-change1-526683,ozlabs-patch-683014,"[U-Boot,v2] tpm: tpm_tis_lpc: Add support for AT97SC3204",2016-10-17T14:24:32,1
ozlabs-change1-553678,ozlabs-patch-330064,"[U-Boot,08/11] ARM: tegra: Tegra20 pinmux cleanup",2014-03-13T17:42:04,1
ozlabs-change1-553678,ozlabs-patch-332713,"[U-Boot,V2,10/13] ARM: tegra: Tegra20 pinmux cleanup",2014-03-21T18:28:58,1
ozlabs-change1-594781,ozlabs-patch-550151,"[U-Boot,06/14] net: gem: Remove phydev variable",2015-11-30T15:05:22,1
ozlabs-change1-594781,ozlabs-patch-551331,"[U-Boot,v2,06/14] net: gem: Remove phydev variable",2015-12-02T11:36:15,1
ozlabs-change1-594781,ozlabs-patch-552343,"[U-Boot,v3,06/14] net: gem: Remove phydev variable",2015-12-03T14:47:54,1
ozlabs-change1-594031,ozlabs-patch-790570,"[U-Boot,23/52] rockchip: rk3368: improve Kconfig text for the RK3368",2017-07-18T20:36:03,1
ozlabs-change1-594031,ozlabs-patch-793869,"[U-Boot,v2,23/56] rockchip: rk3368: improve Kconfig text for the RK3368",2017-07-26T10:40:27,1
ozlabs-change1-594031,ozlabs-patch-795058,"[U-Boot,v3,25/66] rockchip: rk3368: improve Kconfig text for the RK3368",2017-07-28T19:21:57,1
ozlabs-change1-594031,ozlabs-patch-796860,"[U-Boot,v4,25/66] rockchip: rk3368: improve Kconfig text for the RK3368",2017-08-02T20:34:20,1
ozlabs-change1-553255,ozlabs-patch-1517165,"[u-boot-mvebu,2/3] arm: mvebu: turris_omnia: don't guard by CONFIG_SPL_BUILD macro",2021-08-16T12:27:25,1
ozlabs-change1-553255,ozlabs-patch-1517177,"[u-boot-mvebu,v2,2/4] arm: mvebu: turris_omnia: don't guard by CONFIG_SPL_BUILD macro",2021-08-16T13:19:38,1
