,id,change2_original_id,patch_original_id,patch_name,date,series,newseries,submitter_individual,submitter_identity,is_correct,comment,web_url,state,commit_ref
0,0,ozlabs-change2-273726,ozlabs-patch-583402,"[v2,1/3] hw/timer: Add ASPEED AST2400 timer device model",2016-02-16T11:34:55,,ozlabs-newseries-70231,ozlabs-individual-20405,ozlabs-people-68332,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1455622497-25966-2-git-send-email-andrew@aj.id.au/,new,
1,,ozlabs-change2-273726,ozlabs-patch-592322,"[v3,1/3] hw/timer: Add ASPEED timer device model",2016-03-05T04:29:35,,ozlabs-newseries-70475,ozlabs-individual-20405,ozlabs-people-68332,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1457152177-19550-2-git-send-email-andrew@aj.id.au/,new,
2,,ozlabs-change2-273726,ozlabs-patch-596921,"[v4,1/4] hw/timer: Add ASPEED timer device model",2016-03-14T04:13:49,,ozlabs-newseries-70557,ozlabs-individual-20405,ozlabs-people-68332,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1457928832-31026-2-git-send-email-andrew@aj.id.au/,new,
3,,ozlabs-change2-273726,ozlabs-patch-598110,"[v5,1/4] hw/timer: Add ASPEED timer device model",2016-03-16T02:45:14,,ozlabs-newseries-70588,ozlabs-individual-20405,ozlabs-people-68332,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1458096317-25223-2-git-send-email-andrew@aj.id.au/,new,
4,,ozlabs-change2-273726,ozlabs-patch-598563,"[PULL,12/21] hw/timer: Add ASPEED timer device model",2016-03-16T17:18:26,,ozlabs-newseries-70602,ozlabs-individual-20390,ozlabs-people-5111,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1458148715-16864-13-git-send-email-peter.maydell@linaro.org/,new,
5,1,ozlabs-change2-338747,ozlabs-patch-546978,"[v13,12/14] qapi: Enforce (or whitelist) case conventions on qapi members",2015-11-20T17:24:58,,ozlabs-newseries-69447,ozlabs-individual-20501,ozlabs-people-6591,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1448040300-968-13-git-send-email-eblake@redhat.com/,new,
6,,ozlabs-change2-338747,ozlabs-patch-550957,"[v13,12/14] qapi: Enforce (or whitelist) case conventions on qapi members",2015-12-01T16:12:39,,ozlabs-newseries-69551,ozlabs-individual-20501,ozlabs-people-6591,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/565DC6F7.5040801@redhat.com/,new,
7,,ozlabs-change2-338747,ozlabs-patch-551170,"[v14,13/15] qapi: Enforce (or whitelist) case conventions on qapi members",2015-12-02T05:20:57,,ozlabs-newseries-69556,ozlabs-individual-20501,ozlabs-people-6591,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1449033659-25497-14-git-send-email-eblake@redhat.com/,new,
8,,ozlabs-change2-338747,ozlabs-patch-551343,"[v14,13/15] qapi: Enforce (or whitelist) case conventions on qapi members",2015-12-02T11:51:51,,ozlabs-newseries-69559,ozlabs-individual-20522,ozlabs-people-2645,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/87lh9dukyw.fsf@blackfin.pond.sub.org/,new,
9,,ozlabs-change2-338747,ozlabs-patch-551411,"[v14,13/15] qapi: Enforce (or whitelist) case conventions on qapi members",2015-12-02T15:19:28,,ozlabs-newseries-69562,ozlabs-individual-20501,ozlabs-people-6591,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/565F0C00.8050805@redhat.com/,new,
10,,ozlabs-change2-338747,ozlabs-patch-551418,fixup! qapi: Enforce (or whitelist) case conventions on qapi members,2015-12-02T15:30:27,,,ozlabs-individual-20501,ozlabs-people-6591,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1449070227-25913-1-git-send-email-eblake@redhat.com/,new,
11,,ozlabs-change2-338747,ozlabs-patch-551635,"[v14,13/15] qapi: Enforce (or whitelist) case conventions on qapi members",2015-12-02T17:19:28,,ozlabs-newseries-69567,ozlabs-individual-20522,ozlabs-people-2645,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/87oae8ix9b.fsf@blackfin.pond.sub.org/,new,
12,,ozlabs-change2-338747,ozlabs-patch-558119,"[PULL,38/40] qapi: Enforce (or whitelist) case conventions on qapi members",2015-12-17T08:33:43,,ozlabs-newseries-69681,ozlabs-individual-20522,ozlabs-people-2645,,,https://patchwork.ozlabs.org/project/qemu-devel/patch/1450341225-2735-39-git-send-email-armbru@redhat.com/,new,
