change1_original_id,patch_original_id,patch_name,date,is_correct
ozlabs-change1-546872,ozlabs-patch-83016,"[U-Boot,v2,4/4] updates for DFU and atmel usba udc",2011-02-13T21:52:43,yes
ozlabs-change1-546872,ozlabs-patch-83017,"[U-Boot,v2,4/4] updates for DFU and atmel usba udc",2011-02-13T21:53:08,yes
ozlabs-change1-515335,ozlabs-patch-262112,"[U-Boot,v1,6/8] net/fman: add a fm_enable_port function",2013-07-26T10:02:33,yes
ozlabs-change1-515335,ozlabs-patch-270516,"[U-Boot,v2,07/11] net/fman: add a fm_enable_port function",2013-08-28T14:04:25,yes
ozlabs-change1-515335,ozlabs-patch-274243,"[U-Boot,v3,08/11] net/fman: add a fm_enable_port function",2013-09-11T11:17:42,yes
ozlabs-change1-515335,ozlabs-patch-284509,"[U-Boot,v4,08/11] net/fman: add a fm_enable_port function",2013-10-18T09:47:21,yes
ozlabs-change1-527259,ozlabs-patch-1198409,"[U-Boot,RFC,v2,01/18] imx: Add basic support for the NXP IMXRT10xx SoC family",2019-11-20T17:56:10,yes
ozlabs-change1-527259,ozlabs-patch-1204400,[19/20] imx: Add basic support for the NXP IMXRT10xx SoC family,2019-12-04T22:46:35,yes
ozlabs-change1-527259,ozlabs-patch-1221140,"[v2,20/21] imx: Add basic support for the NXP IMXRT10xx SoC family",2020-01-10T14:51:47,yes
ozlabs-change1-518032,ozlabs-patch-543587,"[U-Boot,06/10] sunxi: clk: add basic clocks for A83T",2015-11-12T18:09:14,yes
ozlabs-change1-518032,ozlabs-patch-549665,"[U-Boot,v2,6/9] sunxi: clk: add basic clocks for A83T",2015-11-28T17:07:24,yes
ozlabs-change1-514006,ozlabs-patch-1367913,[3/5] x86: Allow showing details about a HOB entry,2020-09-20T15:49:17,yes
ozlabs-change1-514006,ozlabs-patch-1369262,"[v2,3/5] x86: Allow showing details about a HOB entry",2020-09-22T20:54:50,yes
ozlabs-change1-579913,ozlabs-patch-822696,"[U-Boot,v4,17/18] rockchip: rk3188: move CONFIG_SPL_* entries from rk3188_common.h to Kconfig",2017-10-06T19:29:06,yes
ozlabs-change1-579913,ozlabs-patch-823890,"[U-Boot,v5,17/18] rockchip: rk3188: move CONFIG_SPL_* entries from rk3188_common.h to Kconfig",2017-10-10T14:21:17,yes
ozlabs-change1-561420,ozlabs-patch-1772329,[4/8] pci: pcie_dw_rockchip: Hide BARs of the root complex,2023-04-22T18:19:50,yes
